confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date.1
6813,6.76,0.0,0,0.0,10-19,2021-03-26,2021-03-26
6861,6.78,0.0,0,0.0,10-19,2021-03-27,2021-03-27
6901,6.78,0.0,0,0.0,10-19,2021-03-28,2021-03-28
6933,6.79,0.0,0,0.0,10-19,2021-03-29,2021-03-29
6972,6.8,0.0,0,0.0,10-19,2021-03-30,2021-03-30
7010,6.8,0.0,0,0.0,10-19,2021-03-31,2021-03-31
7058,6.81,0.0,0,0.0,10-19,2021-04-01,2021-04-01
7094,6.81,0.0,0,0.0,10-19,2021-04-02,2021-04-02
7137,6.81,0.0,0,0.0,10-19,2021-04-03,2021-04-03
7177,6.82,0.0,0,0.0,10-19,2021-04-04,2021-04-04
7219,6.83,0.0,0,0.0,10-19,2021-04-05,2021-04-05
7257,6.83,0.0,0,0.0,10-19,2021-04-06,2021-04-06
7331,6.86,0.0,0,0.0,10-19,2021-04-07,2021-04-07
7404,6.88,0.0,0,0.0,10-19,2021-04-08,2021-04-08
7454,6.89,0.0,0,0.0,10-19,2021-04-09,2021-04-09
7524,6.91,0.0,0,0.0,10-19,2021-04-10,2021-04-10
7582,6.92,0.0,0,0.0,10-19,2021-04-11,2021-04-11
7623,6.92,0.0,0,0.0,10-19,2021-04-12,2021-04-12
7667,6.93,0.0,0,0.0,10-19,2021-04-13,2021-04-13
7717,6.93,0.0,0,0.0,10-19,2021-04-14,2021-04-14
7761,6.92,0.0,0,0.0,10-19,2021-04-15,2021-04-15
7813,6.93,0.0,0,0.0,10-19,2021-04-16,2021-04-16
7857,6.93,0.0,0,0.0,10-19,2021-04-17,2021-04-17
7910,6.93,0.0,0,0.0,10-19,2021-04-18,2021-04-18
7946,6.93,0.0,0,0.0,10-19,2021-04-19,2021-04-19
8008,6.95,0.0,0,0.0,10-19,2021-04-20,2021-04-20
8079,6.97,0.0,0,0.0,10-19,2021-04-21,2021-04-21
8137,6.97,0.0,0,0.0,10-19,2021-04-22,2021-04-22
8192,6.97,0.0,0,0.0,10-19,2021-04-23,2021-04-23
8268,6.99,0.0,0,0.0,10-19,2021-04-24,2021-04-24
8326,7.0,0.0,0,0.0,10-19,2021-04-25,2021-04-25
8357,7.0,0.0,0,0.0,10-19,2021-04-26,2021-04-26
8393,7.0,0.0,0,0.0,10-19,2021-04-27,2021-04-27
8438,6.99,0.0,0,0.0,10-19,2021-04-28,2021-04-28
8486,6.99,0.0,0,0.0,10-19,2021-04-29,2021-04-29
8530,6.99,0.0,0,0.0,10-19,2021-04-30,2021-04-30
8578,6.99,0.0,0,0.0,10-19,2021-05-01,2021-05-01
8622,7.0,0.0,0,0.0,10-19,2021-05-02,2021-05-02
8655,7.0,0.0,0,0.0,10-19,2021-05-03,2021-05-03
8702,7.0,0.0,0,0.0,10-19,2021-05-04,2021-05-04
8759,7.01,0.0,0,0.0,10-19,2021-05-05,2021-05-05
8797,7.01,0.0,0,0.0,10-19,2021-05-06,2021-05-06
8849,7.02,0.0,0,0.0,10-19,2021-05-07,2021-05-07
8907,7.03,0.0,0,0.0,10-19,2021-05-08,2021-05-08
8956,7.03,0.0,0,0.0,10-19,2021-05-09,2021-05-09
9009,7.05,0.0,0,0.0,10-19,2021-05-10,2021-05-10
9050,7.05,0.0,0,0.0,10-19,2021-05-11,2021-05-11
9089,7.05,0.0,0,0.0,10-19,2021-05-12,2021-05-12
9153,7.06,0.0,0,0.0,10-19,2021-05-13,2021-05-13
9213,7.07,0.0,0,0.0,10-19,2021-05-14,2021-05-14
9274,7.08,0.0,0,0.0,10-19,2021-05-15,2021-05-15
9317,7.08,0.0,0,0.0,10-19,2021-05-16,2021-05-16
9370,7.08,0.0,0,0.0,10-19,2021-05-17,2021-05-17
9420,7.09,0.0,0,0.0,10-19,2021-05-18,2021-05-18
9476,7.1,0.0,0,0.0,10-19,2021-05-19,2021-05-19
9547,7.12,0.0,0,0.0,10-19,2021-05-20,2021-05-20
9594,7.12,0.0,0,0.0,10-19,2021-05-21,2021-05-21
9642,7.12,0.0,0,0.0,10-19,2021-05-22,2021-05-22
9685,7.13,0.0,0,0.0,10-19,2021-05-23,2021-05-23
9724,7.13,0.0,0,0.0,10-19,2021-05-24,2021-05-24
9758,7.12,0.0,0,0.0,10-19,2021-05-25,2021-05-25
9807,7.12,0.0,0,0.0,10-19,2021-05-26,2021-05-26
9833,7.11,0.0,0,0.0,10-19,2021-05-27,2021-05-27
9883,7.12,0.0,0,0.0,10-19,2021-05-28,2021-05-28
9930,7.12,0.0,0,0.0,10-19,2021-05-29,2021-05-29
9973,7.13,0.0,0,0.0,10-19,2021-05-30,2021-05-30
9999,7.12,0.0,0,0.0,10-19,2021-05-31,2021-05-31
10064,7.15,0.0,0,0.0,10-19,2021-06-01,2021-06-01
10107,7.14,0.0,0,0.0,10-19,2021-06-02,2021-06-02
10164,7.15,0.0,0,0.0,10-19,2021-06-03,2021-06-03
10216,7.15,0.0,0,0.0,10-19,2021-06-04,2021-06-04
10276,7.16,0.0,0,0.0,10-19,2021-06-05,2021-06-05
10323,7.16,0.0,0,0.0,10-19,2021-06-06,2021-06-06
10354,7.16,0.0,0,0.0,10-19,2021-06-07,2021-06-07
10388,7.16,0.0,0,0.0,10-19,2021-06-08,2021-06-08
10422,7.15,0.0,0,0.0,10-19,2021-06-09,2021-06-09
10453,7.14,0.0,0,0.0,10-19,2021-06-10,2021-06-10
10495,7.15,0.0,0,0.0,10-19,2021-06-11,2021-06-11
10542,7.15,0.0,0,0.0,10-19,2021-06-12,2021-06-12
10573,7.15,0.0,0,0.0,10-19,2021-06-13,2021-06-13
10605,7.15,0.0,0,0.0,10-19,2021-06-14,2021-06-14
10629,7.15,0.0,0,0.0,10-19,2021-06-15,2021-06-15
10681,7.16,0.0,0,0.0,10-19,2021-06-16,2021-06-16
10718,7.16,0.0,0,0.0,10-19,2021-06-17,2021-06-17
10756,7.16,0.0,0,0.0,10-19,2021-06-18,2021-06-18
10800,7.17,0.0,0,0.0,10-19,2021-06-19,2021-06-19
10826,7.16,0.0,0,0.0,10-19,2021-06-20,2021-06-20
10865,7.17,0.0,0,0.0,10-19,2021-06-21,2021-06-21
10903,7.18,0.0,0,0.0,10-19,2021-06-22,2021-06-22
10970,7.19,0.0,0,0.0,10-19,2021-06-23,2021-06-23
11020,7.2,0.0,0,0.0,10-19,2021-06-24,2021-06-24
11085,7.21,0.0,0,0.0,10-19,2021-06-25,2021-06-25
11143,7.21,0.0,0,0.0,10-19,2021-06-26,2021-06-26
11188,7.21,0.0,0,0.0,10-19,2021-06-27,2021-06-27
11221,7.21,0.0,0,0.0,10-19,2021-06-28,2021-06-28
11287,7.23,0.0,0,0.0,10-19,2021-06-29,2021-06-29
11345,7.23,0.0,0,0.0,10-19,2021-06-30,2021-06-30
11423,7.24,0.0,0,0.0,10-19,2021-07-01,2021-07-01
11497,7.25,0.0,0,0.0,10-19,2021-07-02,2021-07-02
11596,7.28,0.0,0,0.0,10-19,2021-07-03,2021-07-03
11675,7.29,0.0,0,0.0,10-19,2021-07-04,2021-07-04
11747,7.31,0.0,0,0.0,10-19,2021-07-05,2021-07-05
11821,7.32,0.0,0,0.0,10-19,2021-07-06,2021-07-06
11942,7.34,0.0,0,0.0,10-19,2021-07-07,2021-07-07
12061,7.35,0.0,0,0.0,10-19,2021-07-08,2021-07-08
12194,7.38,0.0,0,0.0,10-19,2021-07-09,2021-07-09
12341,7.4,0.0,0,0.0,10-19,2021-07-10,2021-07-10
12469,7.42,0.0,0,0.0,10-19,2021-07-11,2021-07-11
12577,7.44,0.0,0,0.0,10-19,2021-07-12,2021-07-12
12682,7.45,0.0,0,0.0,10-19,2021-07-13,2021-07-13
12861,7.48,0.0,0,0.0,10-19,2021-07-14,2021-07-14
13015,7.5,0.0,0,0.0,10-19,2021-07-15,2021-07-15
13150,7.51,0.0,0,0.0,10-19,2021-07-16,2021-07-16
13287,7.53,0.0,0,0.0,10-19,2021-07-17,2021-07-17
13433,7.55,0.0,0,0.0,10-19,2021-07-18,2021-07-18
13565,7.57,0.0,0,0.0,10-19,2021-07-19,2021-07-19
13695,7.59,0.0,0,0.0,10-19,2021-07-20,2021-07-20
13907,7.63,0.0,0,0.0,10-19,2021-07-21,2021-07-21
14084,7.65,0.0,0,0.0,10-19,2021-07-22,2021-07-22
14248,7.67,0.0,0,0.0,10-19,2021-07-23,2021-07-23
14408,7.69,0.0,0,0.0,10-19,2021-07-24,2021-07-24
14618,7.74,0.0,0,0.0,10-19,2021-07-25,2021-07-25
14768,7.77,0.0,0,0.0,10-19,2021-07-26,2021-07-26
14919,7.79,0.0,0,0.0,10-19,2021-07-27,2021-07-27
15134,8.25,0.0,0,0.0,10-19,2021-07-28,2021-07-28
15320,7.85,0.0,0,0.0,10-19,2021-07-29,2021-07-29
15502,7.88,0.0,0,0.0,10-19,2021-07-30,2021-07-30
15680,7.91,0.0,0,0.0,10-19,2021-07-31,2021-07-31
15854,7.94,0.0,0,0.0,10-19,2021-08-01,2021-08-01
16010,7.97,0.0,0,0.0,10-19,2021-08-02,2021-08-02
16147,7.99,0.0,0,0.0,10-19,2021-08-03,2021-08-03
16336,8.01,0.0,0,0.0,10-19,2021-08-04,2021-08-04
16540,8.04,0.0,0,0.0,10-19,2021-08-05,2021-08-05
16734,8.07,0.0,0,0.0,10-19,2021-08-06,2021-08-06
16904,8.08,0.0,0,0.0,10-19,2021-08-07,2021-08-07
17074,8.09,0.0,0,0.0,10-19,2021-08-08,2021-08-08
17237,8.11,0.0,0,0.0,10-19,2021-08-09,2021-08-09
17433,8.15,0.0,0,0.0,10-19,2021-08-10,2021-08-10
17645,8.16,0.0,0,0.0,10-19,2021-08-11,2021-08-11
17870,8.19,0.0,0,0.0,10-19,2021-08-12,2021-08-12
18082,8.21,0.0,0,0.0,10-19,2021-08-13,2021-08-13
18289,8.23,0.0,0,0.0,10-19,2021-08-14,2021-08-14
18495,8.26,0.0,0,0.0,10-19,2021-08-15,2021-08-15
18677,8.28,0.0,0,0.0,10-19,2021-08-16,2021-08-16
18809,8.29,0.0,0,0.0,10-19,2021-08-17,2021-08-17
19009,8.31,0.0,0,0.0,10-19,2021-08-18,2021-08-18
19212,8.32,0.0,0,0.0,10-19,2021-08-19,2021-08-19
19396,8.33,0.0,0,0.0,10-19,2021-08-20,2021-08-20
19585,8.34,0.0,0,0.0,10-19,2021-08-21,2021-08-21
19738,8.35,0.0,0,0.0,10-19,2021-08-22,2021-08-22
19882,8.36,0.0,0,0.0,10-19,2021-08-23,2021-08-23
20027,8.37,0.0,0,0.0,10-19,2021-08-24,2021-08-24
20251,8.39,0.0,0,0.0,10-19,2021-08-25,2021-08-25
20428,8.4,0.0,0,0.0,10-19,2021-08-26,2021-08-26
20601,8.4,0.0,0,0.0,10-19,2021-08-27,2021-08-27
20795,8.42,0.0,0,0.0,10-19,2021-08-28,2021-08-28
20939,8.42,0.0,0,0.0,10-19,2021-08-29,2021-08-29
21060,8.42,0.0,0,0.0,10-19,2021-08-30,2021-08-30
21222,8.44,0.0,0,0.0,10-19,2021-08-31,2021-08-31
21413,8.45,0.0,0,0.0,10-19,2021-09-01,2021-09-01
21589,8.45,0.0,0,0.0,10-19,2021-09-02,2021-09-02
21742,8.46,0.0,0,0.0,10-19,2021-09-03,2021-09-03
21926,8.47,0.0,0,0.0,10-19,2021-09-04,2021-09-04
22080,8.48,0.0,0,0.0,10-19,2021-09-05,2021-09-05
22228,8.49,0.0,0,0.0,10-19,2021-09-06,2021-09-06
22401,8.51,0.0,0,0.0,10-19,2021-09-07,2021-09-07
22620,8.52,0.0,0,0.0,10-19,2021-09-08,2021-09-08
22853,8.54,0.0,0,0.0,10-19,2021-09-09,2021-09-09
23048,8.56,0.0,0,0.0,10-19,2021-09-10,2021-09-10
23239,8.57,0.0,0,0.0,10-19,2021-09-11,2021-09-11
23458,8.59,0.0,0,0.0,10-19,2021-09-12,2021-09-12
23593,8.6,0.0,0,0.0,10-19,2021-09-13,2021-09-13
23741,8.6,0.0,0,0.0,10-19,2021-09-14,2021-09-14
23950,8.62,0.0,0,0.0,10-19,2021-09-15,2021-09-15
24160,8.63,0.0,0,0.0,10-19,2021-09-16,2021-09-16
24374,8.65,0.0,0,0.0,10-19,2021-09-17,2021-09-17
24591,8.66,0.0,0,0.0,10-19,2021-09-18,2021-09-18
24764,8.66,0.0,0,0.0,10-19,2021-09-19,2021-09-19
24920,8.67,0.0,0,0.0,10-19,2021-09-20,2021-09-20
25080,8.67,0.0,0,0.0,10-19,2021-09-21,2021-09-21
25252,8.68,0.0,0,0.0,10-19,2021-09-22,2021-09-22
25392,8.68,0.0,0,0.0,10-19,2021-09-23,2021-09-23
25614,8.68,0.0,0,0.0,10-19,2021-09-24,2021-09-24
25913,8.68,0.0,0,0.0,10-19,2021-09-25,2021-09-25
26163,8.69,0.0,0,0.0,10-19,2021-09-26,2021-09-26
26384,8.69,0.0,0,0.0,10-19,2021-09-27,2021-09-27
26624,8.71,0.0,0,0.0,10-19,2021-09-28,2021-09-28
26910,8.72,0.0,0,0.0,10-19,2021-09-29,2021-09-29
27187,8.73,0.0,0,0.0,10-19,2021-09-30,2021-09-30
27475,8.76,0.0,0,0.0,10-19,2021-10-01,2021-10-01
27717,8.77,0.0,0,0.0,10-19,2021-10-02,2021-10-02
27936,8.78,0.0,0,0.0,10-19,2021-10-03,2021-10-03
28123,8.79,0.0,0,0.0,10-19,2021-10-04,2021-10-04
28306,8.81,0.0,0,0.0,10-19,2021-10-05,2021-10-05
28530,8.82,0.0,0,0.0,10-19,2021-10-06,2021-10-06
28794,8.84,0.0,0,0.0,10-19,2021-10-07,2021-10-07
29022,8.85,0.0,0,0.0,10-19,2021-10-08,2021-10-08
29249,8.87,0.0,0,0.0,10-19,2021-10-09,2021-10-09
29411,8.87,0.0,0,0.0,10-19,2021-10-10,2021-10-10
29572,8.89,0.0,0,0.0,10-19,2021-10-11,2021-10-11
29760,8.91,0.0,0,0.0,10-19,2021-10-12,2021-10-12
29958,8.92,0.0,0,0.0,10-19,2021-10-13,2021-10-13
30204,8.94,0.0,0,0.0,10-19,2021-10-14,2021-10-14
30408,8.96,0.0,0,0.0,10-19,2021-10-15,2021-10-15
30594,8.97,0.0,0,0.0,10-19,2021-10-16,2021-10-16
30751,8.98,0.0,0,0.0,10-19,2021-10-17,2021-10-17
30859,8.99,0.0,0,0.0,10-19,2021-10-18,2021-10-18
31025,9.01,0.0,0,0.0,10-19,2021-10-19,2021-10-19
31275,9.04,0.0,0,0.0,10-19,2021-10-20,2021-10-20
31476,9.06,0.0,0,0.0,10-19,2021-10-21,2021-10-21
31686,9.08,0.0,0,0.0,10-19,2021-10-22,2021-10-22
31907,9.1,0.0,0,0.0,10-19,2021-10-23,2021-10-23
32133,9.13,0.0,0,0.0,10-19,2021-10-24,2021-10-24
32334,9.16,0.0,0,0.0,10-19,2021-10-25,2021-10-25
32542,9.18,0.0,0,0.0,10-19,2021-10-26,2021-10-26
32542,9.18,0.0,0,0.0,10-19,2021-10-26,2021-10-26
32878,9.23,0.0,0,0.0,10-19,2021-10-27,2021-10-27
33203,9.26,0.0,0,0.0,10-19,2021-10-28,2021-10-28
33504,9.29,0.0,0,0.0,10-19,2021-10-29,2021-10-29
33775,9.31,0.0,0,0.0,10-19,2021-10-30,2021-10-30
34041,9.33,0.0,0,0.0,10-19,2021-10-31,2021-10-31
34267,9.35,0.0,0,0.0,10-19,2021-11-01,2021-11-01
34510,9.38,0.0,0,0.0,10-19,2021-11-02,2021-11-02
34942,9.43,0.0,0,0.0,10-19,2021-11-03,2021-11-03
35263,9.0,0.0,0,0.0,10-19,2021-11-04,2021-11-04
35598,9.0,0.0,0,0.0,10-19,2021-11-05,2021-11-05
35892,9.5,0.0,0,0.0,10-19,2021-11-06,2021-11-06
36160,9.52,0.0,0,0.0,10-19,2021-11-07,2021-11-07
36400,9.54,0.0,0,0.0,10-19,2021-11-08,2021-11-08
36644,9.56,0.0,0,0.0,10-19,2021-11-09,2021-11-09
36957,9.58,0.0,0,0.0,10-19,2021-11-10,2021-11-10
37282,9.6,0.0,0,0.0,10-19,2021-11-11,2021-11-11
37576,9.62,0.0,0,0.0,10-19,2021-11-12,2021-11-12
37786,9.61,0.0,0,0.0,10-19,2021-11-13,2021-11-13
38033,9.62,0.0,0,0.0,10-19,2021-11-14,2021-11-14
38256,9.62,0.0,0,0.0,10-19,2021-11-15,2021-11-15
38508,9.64,0.0,0,0.0,10-19,2021-11-16,2021-11-16
38913,9.66,0.0,0,0.0,10-19,2021-11-17,2021-11-17
39311,9.68,0.0,0,0.0,10-19,2021-11-18,2021-11-18
39645,9.69,0.0,0,0.0,10-19,2021-11-19,2021-11-19
40026,9.71,0.0,0,0.0,10-19,2021-11-20,2021-11-20
40317,9.71,0.0,0,0.0,10-19,2021-11-21,2021-11-21
40645,9.72,0.0,0,0.0,10-19,2021-11-22,2021-11-22
40931,9.72,0.0,0,0.0,10-19,2021-11-23,2021-11-23
41321,9.72,0.0,0,0.0,10-19,2021-11-24,2021-11-24
41728,9.73,0.0,0,0.0,10-19,2021-11-25,2021-11-25
42119,9.73,0.0,0,0.0,10-19,2021-11-26,2021-11-26
42561,9.74,0.0,0,0.0,10-19,2021-11-27,2021-11-27
42954,9.74,0.0,0,0.0,10-19,2021-11-28,2021-11-28
43262,9.74,0.0,0,0.0,10-19,2021-11-29,2021-11-29
43570,9.74,0.0,0,0.0,10-19,2021-11-30,2021-11-30
44092,9.75,0.0,0,0.0,10-19,2021-12-01,2021-12-01
44644,9.76,0.0,0,0.0,10-19,2021-12-02,2021-12-02
45192,9.77,0.0,0,0.0,10-19,2021-12-03,2021-12-03
45780,9.78,0.0,0,0.0,10-19,2021-12-04,2021-12-04
46334,9.8,0.0,0,0.0,10-19,2021-12-05,2021-12-05
46816,9.81,0.0,0,0.0,10-19,2021-12-06,2021-12-06
47365,9.82,0.0,0,0.0,10-19,2021-12-07,2021-12-07
48091,9.82,0.0,0,0.0,10-19,2021-12-08,2021-12-08
48819,9.83,0.0,0,0.0,10-19,2021-12-09,2021-12-09
49577,9.84,0.0,0,0.0,10-19,2021-12-10,2021-12-10
50285,9.85,0.0,0,0.0,10-19,2021-12-11,2021-12-11
50947,9.85,0.0,0,0.0,10-19,2021-12-12,2021-12-12
51494,9.84,0.0,0,0.0,10-19,2021-12-13,2021-12-13
52079,9.85,0.0,0,0.0,10-19,2021-12-14,2021-12-14
52822,9.85,0.0,0,0.0,10-19,2021-12-15,2021-12-15
53561,9.84,0.0,0,0.0,10-19,2021-12-16,2021-12-16
54260,9.84,0.0,0,0.0,10-19,2021-12-17,2021-12-17
54983,9.84,0.0,0,0.0,10-19,2021-12-18,2021-12-18
55614,9.84,0.0,0,0.0,10-19,2021-12-19,2021-12-19
56160,9.85,0.0,0,0.0,10-19,2021-12-20,2021-12-20
56160,9.85,0.0,0,0.0,10-19,2021-12-20,2021-12-20
56726,9.85,0.0,0,0.0,10-19,2021-12-21,2021-12-21
57530,9.87,0.0,0,0.0,10-19,2021-12-22,2021-12-22
58284,9.88,0.0,0,0.0,10-19,2021-12-23,2021-12-23
59005,9.9,0.0,0,0.0,10-19,2021-12-24,2021-12-24
59665,9.91,0.0,0,0.0,10-19,2021-12-25,2021-12-25
60288,9.92,0.0,0,0.0,10-19,2021-12-26,2021-12-26
60773,9.94,0.0,0,0.0,10-19,2021-12-27,2021-12-27
61233,9.95,0.0,0,0.0,10-19,2021-12-28,2021-12-28
61880,9.97,0.0,0,0.0,10-19,2021-12-29,2021-12-29
62440,9.97,0.0,0,0.0,10-19,2021-12-30,2021-12-30
62440,9.97,0.0,0,0.0,10-19,2021-12-30,2021-12-30
63053,10.0,0.0,0,0.0,10-19,2021-12-31,2021-12-31
63523,10.0,0.0,0,0.0,10-19,2022-01-01,2022-01-01
63989,10.01,0.0,0,0.0,10-19,2022-01-02,2022-01-02
64376,10.02,0.0,0,0.0,10-19,2022-01-03,2022-01-03
64732,10.03,0.0,0,0.0,10-19,2022-01-04,2022-01-04
65287,10.05,0.0,0,0.0,10-19,2022-01-05,2022-01-05
65794,10.06,0.0,0,0.0,10-19,2022-01-06,2022-01-06
66248,10.08,0.0,0,0.0,10-19,2022-01-07,2022-01-07
66655,10.08,0.0,0,0.0,10-19,2022-01-08,2022-01-08
67110,10.1,0.0,0,0.0,10-19,2022-01-09,2022-01-09
67513,10.12,0.0,0,0.0,10-19,2022-01-10,2022-01-10
67975,10.14,0.0,0,0.0,10-19,2022-01-11,2022-01-11
68526,10.15,0.0,0,0.0,10-19,2022-01-12,2022-01-12
69088,10.17,0.0,0,0.0,10-19,2022-01-13,2022-01-13
69752,10.2,0.0,0,0.0,10-19,2022-01-14,2022-01-14
70386,10.23,0.0,0,0.0,10-19,2022-01-15,2022-01-15
70997,10.26,0.0,0,0.0,10-19,2022-01-16,2022-01-16
71581,10.28,0.0,0,0.0,10-19,2022-01-17,2022-01-17
72237,10.32,0.0,0,0.0,10-19,2022-01-18,2022-01-18
73171,10.37,0.0,0,0.0,10-19,2022-01-19,2022-01-19
