new_age_group,date,confirmed_cases,new_confirmed_cases
50-80+,2021-03-17,44857,197
50-80+,2021-03-18,45030,173
50-80+,2021-03-19,45242,212
50-80+,2021-03-20,45423,181
50-80+,2021-03-21,45624,201
50-80+,2021-03-22,45788,164
50-80+,2021-03-23,45935,147
50-80+,2021-03-24,46088,153
50-80+,2021-03-25,46254,166
50-80+,2021-03-26,46435,181
50-80+,2021-03-27,46649,214
50-80+,2021-03-28,46857,208
50-80+,2021-03-29,47030,173
50-80+,2021-03-30,47203,173
50-80+,2021-03-31,47395,192
50-80+,2021-04-01,47617,222
50-80+,2021-04-02,47849,232
50-80+,2021-04-03,48073,224
50-80+,2021-04-04,48307,234
50-80+,2021-04-05,48537,230
50-80+,2021-04-06,48756,219
50-80+,2021-04-07,49030,274
50-80+,2021-04-08,49302,272
50-80+,2021-04-09,49582,280
50-80+,2021-04-10,49865,283
50-80+,2021-04-11,50131,266
50-80+,2021-04-12,50405,274
50-80+,2021-04-13,50663,258
50-80+,2021-04-14,50975,312
50-80+,2021-04-15,51274,299
50-80+,2021-04-16,51575,301
50-80+,2021-04-17,51879,304
50-80+,2021-04-18,52162,283
50-80+,2021-04-19,52414,252
50-80+,2021-04-20,52638,224
50-80+,2021-04-21,52916,278
50-80+,2021-04-22,53234,318
50-80+,2021-04-23,53580,346
50-80+,2021-04-24,53886,306
50-80+,2021-04-25,54148,262
50-80+,2021-04-26,54368,220
50-80+,2021-04-27,54585,217
50-80+,2021-04-28,54942,357
50-80+,2021-04-29,55224,282
50-80+,2021-04-30,55498,274
50-80+,2021-05-01,55769,271
50-80+,2021-05-02,56044,275
50-80+,2021-05-03,56245,201
50-80+,2021-05-04,56456,211
50-80+,2021-05-05,56723,267
50-80+,2021-05-06,56953,230
50-80+,2021-05-07,57179,226
50-80+,2021-05-08,57457,278
50-80+,2021-05-09,57700,243
50-80+,2021-05-10,57887,187
50-80+,2021-05-11,58066,179
50-80+,2021-05-12,58332,266
50-80+,2021-05-13,58614,282
50-80+,2021-05-14,58923,309
50-80+,2021-05-15,59192,269
50-80+,2021-05-16,59447,255
50-80+,2021-05-17,59682,235
50-80+,2021-05-18,59875,193
50-80+,2021-05-19,60136,261
50-80+,2021-05-20,60351,215
50-80+,2021-05-21,60550,199
50-80+,2021-05-22,60785,235
50-80+,2021-05-23,61010,225
50-80+,2021-05-24,61209,199
50-80+,2021-05-25,61404,195
50-80+,2021-05-26,61666,262
50-80+,2021-05-27,61919,253
50-80+,2021-05-28,62122,203
50-80+,2021-05-29,62303,181
50-80+,2021-05-30,62489,186
50-80+,2021-05-31,62657,168
50-80+,2021-06-01,62818,161
50-80+,2021-06-02,63071,253
50-80+,2021-06-03,63318,247
50-80+,2021-06-04,63550,232
50-80+,2021-06-05,63834,284
50-80+,2021-06-06,64019,185
50-80+,2021-06-07,64193,174
50-80+,2021-06-08,64346,153
50-80+,2021-06-09,64539,193
50-80+,2021-06-10,64736,197
50-80+,2021-06-11,64918,182
50-80+,2021-06-12,65089,171
50-80+,2021-06-13,65273,184
50-80+,2021-06-14,65407,134
50-80+,2021-06-15,65537,130
50-80+,2021-06-16,65687,150
50-80+,2021-06-17,65886,199
50-80+,2021-06-18,66049,163
50-80+,2021-06-19,66219,170
50-80+,2021-06-20,66374,155
50-80+,2021-06-21,66499,125
50-80+,2021-06-22,66632,133
50-80+,2021-06-23,66834,202
50-80+,2021-06-24,67012,178
50-80+,2021-06-25,67190,178
50-80+,2021-06-26,67383,193
50-80+,2021-06-27,67546,163
50-80+,2021-06-28,67696,150
50-80+,2021-06-29,67848,152
50-80+,2021-06-30,68046,198
50-80+,2021-07-01,68230,184
50-80+,2021-07-02,68436,206
50-80+,2021-07-03,68591,155
50-80+,2021-07-04,68787,196
50-80+,2021-07-05,68962,175
50-80+,2021-07-06,69145,183
50-80+,2021-07-07,69427,282
50-80+,2021-07-08,69728,301
50-80+,2021-07-09,70049,321
50-80+,2021-07-10,70420,371
50-80+,2021-07-11,70758,338
50-80+,2021-07-12,71053,295
50-80+,2021-07-13,71302,249
50-80+,2021-07-14,71647,345
50-80+,2021-07-15,72005,358
50-80+,2021-07-16,72378,373
50-80+,2021-07-17,72777,399
50-80+,2021-07-18,73160,383
50-80+,2021-07-19,73469,309
50-80+,2021-07-20,73799,330
50-80+,2021-07-21,74229,430
50-80+,2021-07-22,74638,409
50-80+,2021-07-23,75059,421
50-80+,2021-07-24,75508,449
50-80+,2021-07-25,75880,372
50-80+,2021-07-26,76240,360
50-80+,2021-07-27,76578,338
50-80+,2021-07-28,67106,195
50-80+,2021-07-29,77535,10429
50-80+,2021-07-30,78030,495
50-80+,2021-07-31,78440,410
50-80+,2021-08-01,78850,410
50-80+,2021-08-02,79173,323
50-80+,2021-08-03,79520,347
50-80+,2021-08-04,79997,477
50-80+,2021-08-05,80499,502
50-80+,2021-08-06,80988,489
50-80+,2021-08-07,81575,587
50-80+,2021-08-08,82080,505
50-80+,2021-08-09,82507,427
50-80+,2021-08-10,82917,410
50-80+,2021-08-11,83515,598
50-80+,2021-08-12,84053,538
50-80+,2021-08-13,84622,569
50-80+,2021-08-14,85158,536
50-80+,2021-08-15,85666,508
50-80+,2021-08-16,86092,426
50-80+,2021-08-17,86445,353
50-80+,2021-08-18,86923,478
50-80+,2021-08-19,87476,553
50-80+,2021-08-20,88037,561
50-80+,2021-08-21,88582,545
50-80+,2021-08-22,89016,434
50-80+,2021-08-23,89390,374
50-80+,2021-08-24,89757,367
50-80+,2021-08-25,90324,567
50-80+,2021-08-26,90831,507
50-80+,2021-08-27,91317,486
50-80+,2021-08-28,91798,481
50-80+,2021-08-29,92250,452
50-80+,2021-08-30,92654,404
50-80+,2021-08-31,93036,382
50-80+,2021-09-01,93597,561
50-80+,2021-09-02,94088,491
50-80+,2021-09-03,94537,449
50-80+,2021-09-04,94987,450
50-80+,2021-09-05,95360,373
50-80+,2021-09-06,95716,356
50-80+,2021-09-07,96107,391
50-80+,2021-09-08,96592,485
50-80+,2021-09-09,97108,516
50-80+,2021-09-10,97600,492
50-80+,2021-09-11,98052,452
50-80+,2021-09-12,98448,396
50-80+,2021-09-13,98817,369
50-80+,2021-09-14,99175,358
50-80+,2021-09-15,99653,478
50-80+,2021-09-16,100088,435
50-80+,2021-09-17,100577,489
50-80+,2021-09-18,101134,557
50-80+,2021-09-19,101650,516
50-80+,2021-09-20,102079,429
50-80+,2021-09-21,102548,469
50-80+,2021-09-22,103033,485
50-80+,2021-09-23,103484,451
50-80+,2021-09-24,104133,649
50-80+,2021-09-25,104920,787
50-80+,2021-09-26,105594,674
50-80+,2021-09-27,106149,555
50-80+,2021-09-28,106703,554
50-80+,2021-09-29,107408,705
50-80+,2021-09-30,108072,664
50-80+,2021-10-01,108712,640
50-80+,2021-10-02,109261,549
50-80+,2021-10-03,109796,535
50-80+,2021-10-04,110233,437
50-80+,2021-10-05,110668,435
50-80+,2021-10-06,111210,542
50-80+,2021-10-07,111905,695
50-80+,2021-10-08,112554,649
50-80+,2021-10-09,113140,586
50-80+,2021-10-10,113578,438
50-80+,2021-10-11,113947,369
50-80+,2021-10-12,114288,341
50-80+,2021-10-13,114737,449
50-80+,2021-10-14,115366,629
50-80+,2021-10-15,115880,514
50-80+,2021-10-16,116416,536
50-80+,2021-10-17,116909,493
50-80+,2021-10-18,117258,349
50-80+,2021-10-19,117602,344
50-80+,2021-10-20,118079,477
50-80+,2021-10-21,118533,454
50-80+,2021-10-22,118984,451
50-80+,2021-10-23,119482,498
50-80+,2021-10-24,119921,439
50-80+,2021-10-25,120331,410
50-80+,2021-10-26,241472,405
50-80+,2021-10-27,121366,630
50-80+,2021-10-28,122100,734
50-80+,2021-10-29,122840,740
50-80+,2021-10-30,123693,853
50-80+,2021-10-31,124510,817
50-80+,2021-11-01,125221,711
50-80+,2021-11-02,125863,642
50-80+,2021-11-03,126937,1074
50-80+,2021-11-04,127966,1029
50-80+,2021-11-05,128932,966
50-80+,2021-11-06,129827,895
50-80+,2021-11-07,130803,976
50-80+,2021-11-08,131544,741
50-80+,2021-11-09,132265,721
50-80+,2021-11-10,133349,1084
50-80+,2021-11-11,134421,1072
50-80+,2021-11-12,135478,1057
50-80+,2021-11-13,136646,1168
50-80+,2021-11-14,137879,1233
50-80+,2021-11-15,138882,1003
50-80+,2021-11-16,139858,976
50-80+,2021-11-17,141373,1515
50-80+,2021-11-18,142973,1600
50-80+,2021-11-19,144477,1504
50-80+,2021-11-20,146011,1534
50-80+,2021-11-21,147548,1537
50-80+,2021-11-22,148833,1285
50-80+,2021-11-23,150050,1217
50-80+,2021-11-24,152096,2046
50-80+,2021-11-25,154009,1913
50-80+,2021-11-26,155899,1890
50-80+,2021-11-27,157851,1952
50-80+,2021-11-28,159834,1983
50-80+,2021-11-29,161482,1648
50-80+,2021-11-30,162901,1419
50-80+,2021-12-01,165430,2529
50-80+,2021-12-02,167969,2539
50-80+,2021-12-03,170316,2347
50-80+,2021-12-04,172857,2541
50-80+,2021-12-05,175340,2483
50-80+,2021-12-06,177408,2068
50-80+,2021-12-07,179605,2197
50-80+,2021-12-08,182991,3386
50-80+,2021-12-09,186214,3223
50-80+,2021-12-10,189421,3207
50-80+,2021-12-11,192643,3222
50-80+,2021-12-12,195797,3154
50-80+,2021-12-13,198484,2687
50-80+,2021-12-14,200900,2416
50-80+,2021-12-15,204378,3478
50-80+,2021-12-16,207670,3292
50-80+,2021-12-17,210801,3131
50-80+,2021-12-18,213830,3029
50-80+,2021-12-19,216363,2533
50-80+,2021-12-20,436944,2109
50-80+,2021-12-21,220464,1992
50-80+,2021-12-22,223370,2906
50-80+,2021-12-23,226061,2691
50-80+,2021-12-24,228378,2317
50-80+,2021-12-25,230545,2167
50-80+,2021-12-26,232557,2012
50-80+,2021-12-27,233971,1414
50-80+,2021-12-28,235218,1247
50-80+,2021-12-29,237106,1888
50-80+,2021-12-30,477570,1679
50-80+,2021-12-31,240351,1566
50-80+,2022-01-01,241798,1447
50-80+,2022-01-02,242986,1188
50-80+,2022-01-03,243879,893
50-80+,2022-01-04,244772,893
50-80+,2022-01-05,246049,1277
50-80+,2022-01-06,247181,1132
50-80+,2022-01-07,248213,1032
50-80+,2022-01-08,249256,1043
50-80+,2022-01-09,250170,914
50-80+,2022-01-10,250968,798
50-80+,2022-01-11,251677,709
50-80+,2022-01-12,252683,1006
50-80+,2022-01-13,253639,956
50-80+,2022-01-14,254522,883
50-80+,2022-01-15,255472,950
50-80+,2022-01-16,256400,928
50-80+,2022-01-17,257274,874
50-80+,2022-01-18,258120,846
50-80+,2022-01-19,259208,1088
50-80+,2022-01-20,260508,1300
50-80+,2022-01-21,261747,1239
50-80+,2022-01-22,263045,1298
50-80+,2022-01-23,264546,1501
50-80+,2022-01-24,531986,1447
50-80+,2022-01-25,267423,1430
50-80+,2022-01-26,269617,2194
50-80+,2022-01-27,272078,2461
50-80+,2022-01-28,274875,2797
50-80+,2022-01-29,277992,3117
50-80+,2022-01-30,281209,3217
50-80+,2022-01-31,284281,3072
50-80+,2022-02-01,287588,3307
50-80+,2022-02-02,291451,3863
50-80+,2022-02-03,295690,4239
50-80+,2022-02-04,301181,5491
50-80+,2022-02-05,309273,8092
50-80+,2022-02-06,318358,9085
50-80+,2022-02-07,326776,8418
50-80+,2022-02-08,335388,8612
50-80+,2022-02-09,346923,11535
50-80+,2022-02-10,358947,12024
50-80+,2022-02-11,370765,11818
50-80+,2022-02-12,382900,12135
50-80+,2022-02-13,395615,12715
50-80+,2022-02-14,407695,12080
50-80+,2022-02-15,419855,12160
50-80+,2022-02-16,439894,20039
50-80+,2022-02-17,459950,20056
50-80+,2022-02-18,484012,24062
50-80+,2022-02-19,508063,24051
50-80+,2022-02-20,533568,25505
50-80+,2022-02-21,557261,23693
50-80+,2022-02-22,580177,22916
50-80+,2022-02-23,621979,41802
50-80+,2022-02-24,663384,41405
50-80+,2022-02-25,704717,41333
50-80+,2022-02-26,749216,44499
50-80+,2022-02-27,794463,45247
50-80+,2022-02-28,832249,37786
50-80+,2022-03-01,868188,35939
50-80+,2022-03-02,928220,60032
50-80+,2022-03-03,980186,51966
50-80+,2022-03-04,1051505,71319
50-80+,2022-03-05,1120371,68866
50-80+,2022-03-06,1192752,72381
50-80+,2022-03-07,1255035,62283
50-80+,2022-03-08,1307298,52263
50-80+,2022-03-09,1402121,94823
50-80+,2022-03-10,1495799,93678
50-80+,2022-03-11,1571405,75606
50-80+,2022-03-12,1680714,109309
50-80+,2022-03-13,1786243,105529
50-80+,2022-03-14,1879478,93235
50-80+,2022-03-15,1975987,96509
50-80+,2022-03-16,2091511,115524
50-80+,2022-03-17,2280809,189298
50-80+,2022-03-18,2407237,126428
50-80+,2022-03-19,5057078,121302
50-80+,2022-03-20,2638821,110282
50-80+,2022-03-21,2699714,60893
50-80+,2022-03-22,2795817,96103
50-80+,2022-03-23,2945369,149552
50-80+,2022-03-24,3063750,118381
50-80+,2022-03-25,3169042,105292
50-80+,2022-03-26,3277665,108623
50-80+,2022-03-27,3385248,107583
50-80+,2022-03-28,3440168,54920
50-80+,2022-03-29,3538013,97845
50-80+,2022-03-30,3673130,135117
50-80+,2022-03-31,3773528,100398
50-80+,2022-04-01,3863656,90128
50-80+,2022-04-02,3954320,90664
50-80+,2022-04-03,4036504,82184
50-80+,2022-04-04,8149070,38031
50-80+,2022-04-05,4154222,79687
50-80+,2022-04-06,4249521,95299
50-80+,2022-04-07,4322930,73409
50-80+,2022-04-08,4391920,68990
50-80+,2022-04-09,4458392,66472
50-80+,2022-04-10,4518672,60280
50-80+,2022-04-11,4546807,28135
50-80+,2022-04-12,4613886,67079
50-80+,2022-04-13,4681434,67548
50-80+,2022-04-14,4731934,50500
50-80+,2022-04-15,4776536,44602
50-80+,2022-04-16,4817490,40954
50-80+,2022-04-17,4853672,36182
50-80+,2022-04-18,4868159,14487
50-80+,2022-04-19,4908278,40119
50-80+,2022-04-20,4948533,40255
50-80+,2022-04-21,4980787,32254
50-80+,2022-04-22,5010647,29860
50-80+,2022-04-23,5040034,29387
50-80+,2022-04-24,5065402,25368
50-80+,2022-04-25,5076234,10832
50-80+,2022-04-26,5104024,27790
50-80+,2022-04-27,5132909,28885
50-80+,2022-04-28,5153426,20517
50-80+,2022-04-29,5172183,18757
50-80+,2022-04-30,5189244,17061
50-80+,2022-05-01,5203834,14590
50-80+,2022-05-02,5210037,6203
50-80+,2022-05-03,5227621,17584
50-80+,2022-05-04,5245431,17810
50-80+,2022-05-05,5260351,14920
50-80+,2022-05-06,5269470,9119
50-80+,2022-05-07,5283888,14418
50-80+,2022-05-08,5298902,15014
50-80+,2022-05-09,5304821,5919
50-80+,2022-05-10,5320007,15186
50-80+,2022-05-11,5334382,14375
50-80+,2022-05-12,5345688,11306
50-80+,2022-05-13,5356669,10981
50-80+,2022-05-14,5367001,10332
50-80+,2022-05-15,5376322,9321
50-80+,2022-05-16,5380242,3920
50-80+,2022-05-17,5390761,10519
50-80+,2022-05-18,5400846,10085
50-80+,2022-05-19,5409372,8526
50-80+,2022-05-20,5417277,7905
50-80+,2022-05-21,5425180,7903
50-80+,2022-05-22,5431774,6594
50-80+,2022-05-23,5434472,2698
50-80+,2022-05-24,5442009,7537
50-80+,2022-05-25,5449224,7215
50-80+,2022-05-26,5454582,5358
50-80+,2022-05-27,5459541,4959
50-80+,2022-05-28,5464027,4486
50-80+,2022-05-29,5468052,4025
50-80+,2022-05-30,5469634,1582
50-80+,2022-05-31,5474302,4668
50-80+,2022-06-01,5478569,4267
50-80+,2022-06-02,5481210,2641
50-80+,2022-06-03,5484681,3471
50-80+,2022-06-04,5488115,3434
50-80+,2022-06-05,5490999,2884
50-80+,2022-06-06,5492306,1307
50-80+,2022-06-07,5493827,1521
50-80+,2022-06-08,5497440,3613
50-80+,2022-06-09,5500745,3305
50-80+,2022-06-10,5503382,2637
50-80+,2022-06-11,5505890,2508
50-80+,2022-06-12,5508153,2263
50-80+,2022-06-13,5509182,1029
50-80+,2022-06-14,5511779,2597
50-80+,2022-06-15,5514467,2688
50-80+,2022-06-16,5516656,2189
50-80+,2022-06-17,5518713,2057
50-80+,2022-06-18,5520806,2093
50-80+,2022-06-19,5522763,1957
50-80+,2022-06-20,5523696,933
50-80+,2022-06-21,5526287,2591
50-80+,2022-06-22,5528784,2497
50-80+,2022-06-23,5530820,2036
50-80+,2022-06-24,5532926,2106
50-80+,2022-06-25,5534968,2042
50-80+,2022-06-26,5536879,1911
50-80+,2022-06-27,5537781,902
50-80+,2022-06-28,5540341,2560
50-80+,2022-06-29,5543105,2764
50-80+,2022-06-30,5545480,2375
50-80+,2022-07-01,5547944,2464
50-80+,2022-07-02,5550678,2734
50-80+,2022-07-03,16660491,2819
50-80+,2022-07-04,5554968,1471
50-80+,2022-07-05,5559317,4349
50-80+,2022-07-06,5564137,4820
50-80+,2022-07-07,5568744,4607
50-80+,2022-07-08,5573715,4971
50-80+,2022-07-09,5579126,5411
50-80+,2022-07-10,5584862,5736
50-80+,2022-07-11,5587714,2852
50-80+,2022-07-12,5596900,9186
50-80+,2022-07-13,5606740,9840
50-80+,2022-07-14,5616371,9631
50-80+,2022-07-15,5626355,9984
50-80+,2022-07-16,5637470,11115
50-80+,2022-07-17,5648749,11279
50-80+,2022-07-18,5654462,5713
50-80+,2022-07-19,5672547,18085
50-80+,2022-07-20,5692351,19804
50-80+,2022-07-21,5710610,18259
50-80+,2022-07-22,5729446,18836
50-80+,2022-07-23,5749816,20370
50-80+,2022-07-24,5769811,19995
50-80+,2022-07-25,5779163,9352
50-80+,2022-07-26,5807892,28729
50-80+,2022-07-27,5837968,30076
50-80+,2022-07-28,5863885,25917
50-80+,2022-07-29,5891262,27377
50-80+,2022-07-30,5918635,27373
50-80+,2022-07-31,5944651,26016
50-80+,2022-08-01,5958031,13380
50-80+,2022-08-02,5996148,38117
50-80+,2022-08-03,6037825,41677
50-80+,2022-08-04,6075115,37290
50-80+,2022-08-05,6114750,39635
50-80+,2022-08-06,12309414,39957
50-80+,2022-08-07,6193986,39279
50-80+,2022-08-08,6212100,18114
50-80+,2022-08-09,6266256,54156
50-80+,2022-08-10,6321049,54793
50-80+,2022-08-11,6369634,48585
50-80+,2022-08-12,6417456,47822
50-80+,2022-08-13,6465224,47768
50-80+,2022-08-14,6512328,47104
50-80+,2022-08-15,6533769,21441
50-80+,2022-08-16,6562328,28559
50-80+,2022-08-17,6629343,67015
50-80+,2022-08-18,6695158,65815
50-80+,2022-08-19,6746518,51360
50-80+,2022-08-20,6795658,49140
50-80+,2022-08-21,6839673,44015
50-80+,2022-08-22,6859179,19506
50-80+,2022-08-23,6913669,54490
50-80+,2022-08-24,6966045,52376
50-80+,2022-08-25,7008108,42063
50-80+,2022-08-26,7046694,38586
50-80+,2022-08-27,7084326,37632
50-80+,2022-08-28,7118654,34328
50-80+,2022-08-29,7132551,13897
50-80+,2022-08-30,7174534,41983
50-80+,2022-08-31,7214349,39815
50-80+,2022-09-01,7246205,31856
50-80+,2022-09-02,7278901,32696
50-80+,2022-09-03,7309973,31072
50-80+,2022-09-04,14677714,28884
50-80+,2022-09-05,7351239,12382
50-80+,2022-09-06,7387317,36078
50-80+,2022-09-07,7420517,33200
50-80+,2022-09-08,7448404,27887
50-80+,2022-09-09,7477152,28748
50-80+,2022-09-10,14990098,17897
50-80+,2022-09-11,7506681,11632
50-80+,2022-09-12,7520122,13441
50-80+,2022-09-13,7539379,19257
50-80+,2022-09-14,7573244,33865
50-80+,2022-09-15,7600052,26808
50-80+,2022-09-16,7619714,19662
50-80+,2022-09-17,7636467,16753
50-80+,2022-09-18,7650666,14199
50-80+,2022-09-19,7657174,6508
50-80+,2022-09-20,7674428,17254
50-80+,2022-09-21,7690235,15807
50-80+,2022-09-22,7702671,12436
50-80+,2022-09-23,7713966,11295
50-80+,2022-09-24,7725594,11628
50-80+,2022-09-25,7736012,10418
50-80+,2022-09-26,7740768,4756
50-80+,2022-09-27,7755109,14341
50-80+,2022-09-28,7768928,13819
50-80+,2022-09-29,15561546,11845
50-80+,2022-09-30,7792202,11429
50-80+,2022-10-01,15606186,10891
50-80+,2022-10-02,7813036,9943
50-80+,2022-10-03,7817355,4319
50-80+,2022-10-04,15645774,5532
50-80+,2022-10-05,7836073,13186
50-80+,2022-10-06,7847670,11597
50-80+,2022-10-07,7856675,9005
50-80+,2022-10-08,7864913,8238
50-80+,2022-10-09,7872553,7640
50-80+,2022-10-10,7875810,3257
50-80+,2022-10-11,7881308,5498
50-80+,2022-10-12,7892903,11595
50-80+,2022-10-13,7903631,10728
50-80+,2022-10-14,7913092,9461
50-80+,2022-10-15,7922559,9467
50-80+,2022-10-16,7931871,9312
50-80+,2022-10-17,7935704,3833
50-80+,2022-10-18,15896224,12408
50-80+,2022-10-19,7960180,12068
50-80+,2022-10-20,7970591,10411
50-80+,2022-10-21,7980912,10321
50-80+,2022-10-22,7992080,11168
50-80+,2022-10-23,8003351,11271
50-80+,2022-10-24,16016532,4915
50-80+,2022-10-25,16048886,16177
50-80+,2022-10-26,8040895,16452
50-80+,2022-10-27,8055001,14106
50-80+,2022-10-28,8069547,14546
50-80+,2022-10-29,8085124,15577
50-80+,2022-10-30,8099700,14576
50-80+,2022-10-31,16205677,6277
50-80+,2022-11-01,16254348,25502
50-80+,2022-11-02,16297522,21587
50-80+,2022-11-03,8167467,18706
50-80+,2022-11-04,8185398,17931
50-80+,2022-11-05,8202657,17259
50-80+,2022-11-06,8218353,15696
50-80+,2022-11-07,8224848,6495
50-80+,2022-11-08,8247937,23089
50-80+,2022-11-09,8272780,24843
50-80+,2022-11-10,8294791,22011
50-80+,2022-11-11,8317053,22262
50-80+,2022-11-12,8339900,22847
50-80+,2022-11-13,8360827,20927
50-80+,2022-11-14,8369243,8416
50-80+,2022-11-15,8396889,27646
50-80+,2022-11-16,8424127,27238
50-80+,2022-11-17,8446810,22683
50-80+,2022-11-18,8467796,20986
50-80+,2022-11-19,8489415,21619
50-80+,2022-11-20,8509414,19999
50-80+,2022-11-21,8517486,8072
50-80+,2022-11-22,8544926,27440
50-80+,2022-11-23,8573055,28129
50-80+,2022-11-24,8596532,23477
50-80+,2022-11-25,8618103,21571
50-80+,2022-11-26,8640027,21924
50-80+,2022-11-27,8659691,19664
50-80+,2022-11-28,8667256,7565
50-80+,2022-11-29,8693207,25951
50-80+,2022-11-30,17439452,26519
50-80+,2022-12-01,8741573,21847
50-80+,2022-12-02,8762299,20726
50-80+,2022-12-03,8783595,21296
50-80+,2022-12-04,8802511,18916
50-80+,2022-12-05,8810109,7598
50-80+,2022-12-06,8837277,27168
50-80+,2022-12-07,8865509,28232
50-80+,2022-12-08,17779182,24082
50-80+,2022-12-09,17827990,24404
50-80+,2022-12-10,8939214,25219
50-80+,2022-12-11,8961359,22145
50-80+,2022-12-12,8970034,8675
50-80+,2022-12-13,9001234,31200
50-80+,2022-12-14,9033507,32273
50-80+,2022-12-15,9059704,26197
50-80+,2022-12-16,9085948,26244
50-80+,2022-12-17,9112617,26669
50-80+,2022-12-18,9136623,24006
50-80+,2022-12-19,9145575,8952
50-80+,2022-12-20,9176782,31207
50-80+,2022-12-21,9210303,33521
50-80+,2022-12-22,9239027,28724
50-80+,2022-12-23,9265198,26171
50-80+,2022-12-24,9291341,26143
50-80+,2022-12-25,9314776,23435
50-80+,2022-12-26,9323693,8917
50-80+,2022-12-27,9355348,31655
50-80+,2022-12-28,9388636,33288
50-80+,2022-12-29,9415321,26685
50-80+,2022-12-30,9440776,25455
50-80+,2022-12-31,9466791,26015
50-80+,2023-01-01,9490766,23975
50-80+,2023-01-02,18997862,8165
50-80+,2023-01-03,9529500,30569
50-80+,2023-01-04,9560901,31401
50-80+,2023-01-05,9586211,25310
50-80+,2023-01-06,19219328,23453
50-80+,2023-01-07,9632486,22822
50-80+,2023-01-08,9652880,20394
50-80+,2023-01-09,9659772,6892
50-80+,2023-01-10,9684054,24282
50-80+,2023-01-11,19414166,23029
50-80+,2023-01-12,19450146,17990
50-80+,2023-01-13,9741793,16720
50-80+,2023-01-14,29274189,16270
50-80+,2023-01-15,9772640,14577
50-80+,2023-01-16,9778008,5368
50-80+,2023-01-17,9794534,16526
50-80+,2023-01-18,9810796,16262
50-80+,2023-01-19,9823410,12614
50-80+,2023-01-20,9835573,12163
50-80+,2023-01-21,9848573,13000
50-80+,2023-01-22,9855972,7399
50-80+,2023-01-23,9860186,4214
50-80+,2023-01-24,9865192,5006
50-80+,2023-01-25,9872522,7330
50-80+,2023-01-26,9886187,13665
50-80+,2023-01-27,9899193,13006
50-80+,2023-01-28,9908664,9471
50-80+,2023-01-29,9916640,7976
50-80+,2023-01-30,9919306,2666
50-80+,2023-01-31,9926801,7495
50-80+,2023-02-01,9935252,8451
50-80+,2023-02-02,9942028,6776
50-80+,2023-02-03,19896294,6119
50-80+,2023-02-04,9954150,6003
50-80+,2023-02-05,9960112,5962
50-80+,2023-02-06,9962218,2106
50-80+,2023-02-07,9968591,6373
50-80+,2023-02-08,9975951,7360
50-80+,2023-02-09,9981791,5840
50-80+,2023-02-10,9987355,5564
50-80+,2023-02-11,9992708,5353
50-80+,2023-02-12,9997946,5238
50-80+,2023-02-13,9999835,1889
50-80+,2023-02-14,10005349,5514
50-80+,2023-02-15,30034608,6187
50-80+,2023-02-16,10016550,5014
50-80+,2023-02-17,10021286,4736
50-80+,2023-02-18,10025724,4438
50-80+,2023-02-19,10030173,4449
50-80+,2023-02-20,10031717,1544
50-80+,2023-02-21,10036390,4673
50-80+,2023-02-22,10041844,5454
50-80+,2023-02-23,10046119,4275
50-80+,2023-02-24,10050221,4102
50-80+,2023-02-25,10054510,4289
50-80+,2023-02-26,10058520,4010
50-80+,2023-02-27,10059951,1431
50-80+,2023-02-28,10064160,4209
50-80+,2023-03-01,10069256,5096
50-80+,2023-03-02,10072115,2859
50-80+,2023-03-03,20156924,8660
50-80+,2023-03-04,10080775,3072
50-80+,2023-03-06,30257270,5703
50-80+,2023-03-07,10090723,4960
50-80+,2023-03-08,10095585,4862
50-80+,2023-03-09,10099656,4071
50-80+,2023-03-10,10103362,3706
50-80+,2023-03-11,10106960,3598
50-80+,2023-03-13,20221933,4644
50-80+,2023-03-14,10115038,3434
50-80+,2023-03-15,10119068,4030
50-80+,2023-03-16,10122374,3306
50-80+,2023-03-17,10125497,3123
50-80+,2023-03-18,10128614,3117
50-80+,2023-03-20,30397667,4800
50-80+,2023-03-21,10136633,3836
50-80+,2023-03-22,10141000,4367
50-80+,2023-03-23,10144968,3968
50-80+,2023-03-24,10148472,3504
50-80+,2023-03-25,10151973,3501
50-80+,2023-03-26,10155468,3495
50-80+,2023-03-27,10156717,1249
50-80+,2023-03-28,10160578,3861
50-80+,2023-03-29,10165084,4506
50-80+,2023-03-30,10168942,3858
50-80+,2023-03-31,10172648,3706
50-80+,2023-04-01,10176315,3667
50-80+,2023-04-03,10181476,5161
50-80+,2023-04-04,10185898,4422
50-80+,2023-04-05,10191105,5207
50-80+,2023-04-06,10195571,4466
50-80+,2023-04-07,10199677,4106
50-80+,2023-04-08,10203686,4009
50-80+,2023-04-09,10207635,3949
50-80+,2023-04-10,10209084,1449
50-80+,2023-04-11,10213640,4556
50-80+,2023-04-12,10218974,5334
50-80+,2023-04-13,10223460,4486
50-80+,2023-04-14,10228189,4729
50-80+,2023-04-15,10232980,4791
50-80+,2023-04-16,10237376,4396
50-80+,2023-04-17,10239068,1692
50-80+,2023-04-18,10244701,5633
50-80+,2023-04-19,10251379,6678
50-80+,2023-04-20,10257132,5753
50-80+,2023-04-21,10262874,5742
50-80+,2023-04-22,10268554,5680
50-80+,2023-04-23,10273848,5294
50-80+,2023-04-24,10275797,1949
50-80+,2023-04-25,10281759,5962
50-80+,2023-04-26,10288724,6965
