new_age_group,date,confirmed_cases,new_confirmed_cases
50-80+,2023-04-27,10294706,5982
50-80+,2023-04-28,10300887,6181
50-80+,2023-04-29,10307480,6593
50-80+,2023-04-30,10313795,6315
50-80+,2023-05-01,10316082,2287
50-80+,2023-05-02,10322683,6601
50-80+,2023-05-03,10330988,8305
50-80+,2023-05-04,10339813,8825
50-80+,2023-05-05,10348049,8236
50-80+,2023-05-08,10362793,14744
50-80+,2023-05-09,10370892,8099
50-80+,2023-05-10,10380341,9449
50-80+,2023-05-11,10388294,7953
50-80+,2023-05-12,10396288,7994
50-80+,2023-05-13,10404156,7868
50-80+,2023-05-14,10411507,7351
50-80+,2023-05-15,10414035,2528
50-80+,2023-05-16,10422781,8746
50-80+,2023-05-17,10433058,10277
50-80+,2023-05-18,10441922,8864
50-80+,2023-05-19,10449856,7934
50-80+,2023-05-20,10457322,7466
50-80+,2023-05-22,10466742,9420
50-80+,2023-05-23,10474708,7966
50-80+,2023-05-24,10483623,8915
50-80+,2023-05-25,10491172,7549
50-80+,2023-05-26,10498446,7274
50-80+,2023-05-27,10505838,7392
50-80+,2023-05-30,10518359,12521
50-80+,2023-05-31,10527353,8994
50-80+,2023-06-01,10537040,9687
50-80+,2023-06-02,10545020,7980
50-80+,2023-06-03,10552819,7799
50-80+,2023-06-04,10559953,7134
50-80+,2023-06-05,10562599,2646
50-80+,2023-06-06,10570706,8107
50-80+,2023-06-07,21153950,6269
50-80+,2023-06-08,10584906,7931
50-80+,2023-06-09,10593592,8686
50-80+,2023-06-12,10610218,16626
50-80+,2023-06-13,10618633,8415
50-80+,2023-06-14,10627317,8684
50-80+,2023-06-15,10634627,7310
50-80+,2023-06-16,10641657,7030
50-80+,2023-06-17,10648742,7085
50-80+,2023-06-18,10655599,6857
50-80+,2023-06-19,10657921,2322
50-80+,2023-06-20,10665767,7846
50-80+,2023-06-21,10674176,8409
50-80+,2023-06-22,10680975,6799
50-80+,2023-06-23,10687610,6635
50-80+,2023-06-24,10694409,6799
50-80+,2023-06-25,10701318,6909
50-80+,2023-06-26,10703649,2331
50-80+,2023-06-27,10711615,7966
50-80+,2023-06-28,10720115,8500
50-80+,2023-06-29,10727728,7613
50-80+,2023-06-30,21477785,14973
50-80+,2023-07-01,10742701,2607
50-80+,2023-07-02,10750160,7459
50-80+,2023-07-03,10752847,2687
50-80+,2023-07-04,10762269,9422
50-80+,2023-07-05,10772592,10323
50-80+,2023-07-06,21563510,9163
50-80+,2023-07-07,10791335,9580
50-80+,2023-07-08,10801322,9987
50-80+,2023-07-09,10810609,9287
50-80+,2023-07-10,10813861,3252
50-80+,2023-07-11,21639047,11325
50-80+,2023-07-12,10837549,22500
50-80+,2023-07-13,10848391,10842
50-80+,2023-07-14,10859692,11301
50-80+,2023-07-15,10871588,11896
50-80+,2023-07-17,10888015,16427
50-80+,2023-07-18,10903984,15969
50-80+,2023-07-19,10921997,18013
50-80+,2023-07-20,10937973,15976
50-80+,2023-07-21,10954735,16762
50-80+,2023-07-22,21945355,17954
50-80+,2023-07-23,10990958,18280
50-80+,2023-07-24,10997620,6662
50-80+,2023-07-25,11019965,22345
50-80+,2023-07-26,11044912,24947
50-80+,2023-07-27,11067068,22156
50-80+,2023-07-28,11088540,21472
50-80+,2023-07-29,11110845,22305
50-80+,2023-07-30,11132444,21599
